g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
-6,-2.35,-2,0.75,38.5405383938,806.629594281,768.089055888,19.9293805405,-27.1905383938,-795.279594281
-6,-2.3,-2,0.75,38.3704963515,804.112990001,765.74249365,19.9565438673,-27.0704963515,-792.812990001
-6,-2.25,-2,0.75,38.1995414025,801.589531498,763.389990095,19.9842710689,-26.9495414025,-790.339531498
-6,-2.2,-2,0.75,38.0276523968,799.059128454,761.031476057,20.0125810585,-26.8276523968,-787.859128454
-6,-2.15,-2,0.75,37.854807355,796.521688527,758.666881172,20.0414936485,-26.704807355,-785.371688527
-6,-2.1,-2,0.75,37.6809834218,793.977117282,756.296133861,20.0710296065,-26.5809834218,-782.877117282
-6,-2.05,-2,0.75,37.5061568165,791.42531813,753.919161313,20.1012107159,-26.4561568165,-780.37531813
-6,-2,-2,0.75,37.3303027798,788.866192249,751.53588947,20.1320598416,-26.3303027798,-777.866192249
-6,-1.95,-2,0.75,37.1533955162,786.29963852,749.146243003,20.1636010005,-26.2033955162,-775.34963852
-6,-1.9,-2,0.75,36.9754081323,783.725553441,746.750145309,20.1958594382,-26.0754081323,-772.825553441
-6,-1.85,-2,0.75,36.7963125704,781.143831058,744.347518487,20.2288617117,-25.9463125704,-770.293831058
-6,-1.8,-2,0.75,36.6160795369,778.554362871,741.938283334,20.2626357797,-25.8160795369,-767.754362871
-6,-1.75,-2,0.75,36.4346784238,775.957037756,739.522359332,20.2972111001,-25.6846784238,-765.207037756
-6,-1.7,-2,0.75,36.2520772259,773.351741867,737.099664641,20.3326187365,-25.5520772259,-762.651741867
-6,-1.65,-2,0.75,36.0682424488,770.738358547,734.670116098,20.368891474,-25.4182424488,-760.088358547
-6,-1.6,-2,0.75,35.8831390105,768.116768225,732.233629214,20.4060639455,-25.2831390105,-757.516768225
-6,-1.55,-2,0.75,35.696730134,765.486848313,729.790118179,20.4441727699,-25.146730134,-754.936848313
-6,-1.5,-2,0.75,35.5089772303,762.8484731,727.339495869,20.483256703,-25.0089772303,-752.3484731
-6,-1.45,-2,0.75,35.3198397709,760.201513632,724.881673862,20.5233568035,-24.8698397709,-749.751513632
-6,-1.4,-2,0.75,35.1292751487,757.545837601,722.416562453,20.5645166146,-24.7292751487,-747.145837601
-6,-1.35,-2,0.75,34.9372385251,754.881309213,719.944070688,20.606782364,-24.5872385251,-744.531309213
